period,"Atlanta-Sandy Springs-Marietta, GA Metro Area","Boston-Cambridge-Newton, MA-NH Metro Area","Chicago-Joliet-Naperville, IL-IN-WI Metro Area","Dallas-Fort Worth-Arlington, TX Metro Area","Houston-Sugar Land-Baytown, TX Metro Area","Los Angeles-Long Beach-Anaheim, CA Metro Area","Miami-Fort Lauderdale-Miami Beach, FL Metropolitan Statistical Area","New York-Newark-Jersey City, NY-NJ-PA Metro Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
2005-07-01,79.6372673716914,89.2146524413355,81.6173913756777,78.9854203123676,85.6248578545552,84.9060549365451,82.78013180162,85.4939836749067,89.7897451960418,87.220226257841
2005-10-01,81.6879853750523,90.1975191605475,84.7744614350705,81.9328529145679,89.0277047540608,88.3714072509266,86.9629186143566,89.1094317095498,91.0324867706145,89.9605613882873
2006-01-01,84.3527836756456,91.323583765132,87.1049493089599,84.0516378544907,90.7780303421869,91.4301924971752,89.7871048212209,90.4475158328761,92.5611432908781,91.7745521110512
2006-04-01,86.8366508263692,92.6671636974248,89.7745298384054,87.4794730347108,91.3245469378182,94.6344773025538,93.4642422598734,91.5820834426187,94.0439084033905,92.9631458959149
2006-07-01,91.2677031839001,95.5585846089365,92.5954331754917,91.072176619786,94.7748085350542,96.9002809629202,97.6831808168131,95.0674686543253,96.6542367580776,94.9937957567319
2006-10-01,94.2310034288108,97.5162071952377,94.4725596005509,93.0561443315258,97.5757276418535,98.7209757736835,99.371930438128,97.6766214031854,98.4773026862939,97.852404695099
2007-01-01,94.923366368069,98.084740543182,94.3990597551143,94.2904840210833,99.4185063717003,100.488981653744,100.237280694014,99.0495284928766,99.4946344598476,98.9054737619005
2007-04-01,97.4902329602757,100.539427304131,97.1460613298247,95.4271128178414,101.309450742379,103.822995627937,103.588421277984,102.942222010592,102.186826006646,100.977642938769
2007-07-01,99.3460021364521,103.249868375215,100.104746544231,96.0713418572567,102.048647634577,107.528188841258,105.102699124729,105.858118540628,103.972800556681,102.978760606887
2007-10-01,99.1637502717208,103.8205991616,100.393702290136,96.5267426377437,102.394084232395,108.014419357885,104.657902338384,107.063545844935,104.212725709499,104.363597040997
2008-01-01,97.1052255314887,102.770833337571,99.656994927442,96.2597418719044,102.520495581057,106.733832555665,102.507336028565,107.036010114333,103.045701160253,104.07996747414
2008-04-01,95.8998739030867,101.273545681353,97.8655264472933,95.407129639696,101.193310781719,105.50006152718,99.9714407245271,105.834605519269,101.628497274801,103.485041657188
2008-07-01,92.762904283248,98.7056499889843,95.6926382951744,92.9384564424935,99.8710470143153,102.637444805242,96.697177605347,101.866408884886,99.8799364191881,101.100340988981
2008-10-01,88.5767701152268,95.8608517373263,92.0337480689283,88.6200352407307,97.1950191256226,99.1890699408916,92.6840581255098,99.0319435343611,97.9090446466693,97.7883710319638
2009-01-01,83.646569179484,90.6795780141268,87.2776767853527,84.3543687832133,94.3489225702485,92.8564797247756,89.0482478399679,94.5325462187972,94.2238988835767,92.2175192811225
2009-04-01,74.4979262037412,83.8893682887028,80.1887003202643,77.0711121327486,88.4575239685235,85.8776925524137,84.8932275797301,87.624397470054,90.8215558884565,86.4722852278342
2009-07-01,70.917522254117,78.0876213693537,75.4937680626678,72.8154569429562,83.192763038458,81.3119574289826,81.096877119487,82.4209126668031,86.8987363485967,79.8598974798592
2009-10-01,68.7551082234705,75.4543440251345,72.6614323487469,69.3670973222483,81.4970023875003,76.4635356188644,75.2164117903039,80.5365085462404,84.2630627802816,76.7278549739446
2010-01-01,66.2986691573298,72.9256176339028,71.0119390064203,67.8477533691805,80.7737836729057,74.5484222279438,73.9930005918635,78.4591239384738,82.73507038649,76.1508358221736
2010-04-01,61.0372985857653,71.6417251098037,70.4247921036785,67.3735061631825,79.9743439866557,73.1731546521194,73.099789097925,77.5664283174481,81.2978418770802,77.0063694790678
2010-07-01,57.6556571206145,70.8128171493103,68.4621013952164,66.5861903500182,79.6691463132579,72.9368620230265,71.5306694778548,77.6801813372669,80.2712723376873,78.325673640863
2010-10-01,56.1040178051053,72.0225763548988,68.331242239133,66.9076332528971,79.6271503581407,73.2385936388991,70.2750954983297,78.5270815695223,78.7419143631031,78.8088299246344
2011-01-01,55.2301280821997,74.1394664083252,67.216850254474,67.3017558260203,79.7736598700839,73.9475100680505,69.2189019992004,79.4858155762418,77.8412396802262,82.0126411785731
2011-04-01,55.4043556037756,75.7958477781598,66.8881556245777,68.1137406704101,80.0526104033603,74.2972618270663,68.4453089178354,81.2515697739647,77.6045877689059,83.4691933081598
2011-07-01,55.4914435927729,78.1829187367289,65.9921558969382,67.8858561353701,80.4238671742087,75.0641300776039,68.7582431122505,81.9346250178786,76.9304708894574,84.2272723202635
2011-10-01,55.4440452360739,79.6094474785143,66.1569601718153,68.7565167611223,81.6531697332622,76.3560868567186,68.7286364230028,82.4435677792278,76.4014635511304,85.2503757653632
2012-01-01,56.2840824698629,79.8771278778591,64.6309443184537,69.1468611395667,83.8579742408393,76.9758120239697,69.3756223850163,82.935722098059,76.2162311106989,86.1261881510083
2012-04-01,56.0305008254993,80.1260024573379,64.7929948912817,68.2068949092826,85.7414046188784,76.5016653301358,69.3911299909181,83.6117471999127,76.0357720534666,85.8964068669946
2012-07-01,57.1332780601571,80.1463790017361,65.6205833946338,69.1212779009179,87.5984988011511,76.9336724549088,69.2830502178896,83.5752526245295,75.6927105798368,85.871322760142
2012-10-01,57.6931465302053,79.9447727994365,65.9490874485615,69.6452068474654,89.7232184429084,77.8386342015818,70.501676073114,83.9921830853661,75.5922359251266,85.455604840927
2013-01-01,58.309644346226,81.5890108357907,65.519837011877,70.1155602773249,94.1450408848389,79.0781506651708,71.7933974634384,85.0159258751908,75.4100828624819,85.3400688813279
2013-04-01,58.4746527405559,83.8353064915226,66.2070290808742,73.1964820617168,95.7753922118336,81.2443454874656,72.9072021163343,87.4941921110587,75.8351141863465,85.7305932360065
2013-07-01,59.6079871112449,86.3206388326183,66.5910008263466,75.2069334133101,98.0406203748326,82.3551868034165,74.9283442165554,92.4836072667888,76.1894750236159,86.7225476876572
2013-10-01,62.6660239267335,88.9672087901916,67.7287734069037,78.8626671276871,99.4505594990192,83.8271763175561,75.8994392015355,98.2280672849536,76.4620866222135,86.676543900308
2014-01-01,63.2986299066166,90.2696194952119,70.6343632400376,80.2626490017498,101.261226425816,86.1105193727438,78.1749625070522,101.299486938892,77.4566639297515,88.4896505362794
2014-04-01,65.4413678822302,90.6453477939922,73.0948618618439,81.7958928337532,102.454460045553,88.4985367033746,80.8614118394456,102.67291424695,79.4293899836221,91.4362495660399
2014-07-01,65.8092251418462,89.8368331345014,75.2138110706831,82.3729748378854,103.366920513351,92.2367464026499,84.3742398191694,105.252550183486,82.6785209207012,95.219719132871
2014-10-01,66.6001724411331,91.5903651042739,75.5429425598412,83.6006740508861,103.566330435215,95.7131815090839,86.2027263434848,110.17774195845,85.2408764831784,98.0824365815882
2015-01-01,68.2226621589014,96.7289806749218,77.8308719197996,90.7502360533767,105.016687259047,99.1582235855861,90.9023866424841,114.060546731563,89.4607250534026,102.772413335822
2015-04-01,71.0313481563446,99.6916749625787,79.0158730388535,94.1149748197201,103.997476800382,102.167681029508,92.6281125609504,117.806796837154,90.7756292596189,104.9289107891
2015-07-01,73.0249299602304,103.228199494125,80.4267946347278,96.9421303838759,104.202978329837,104.008289102085,94.6865693187393,120.143202338086,91.0194069258129,105.051182777514
2015-10-01,74.8024545411868,104.387656945988,81.2493972043013,98.431030870198,104.178075995482,106.27408300007,95.3136260963321,120.926651193998,91.9992859790907,105.331434115446
2016-01-01,75.1939653881382,105.236485190166,81.1780324521877,98.9020360531411,104.422162819794,107.779474924946,97.2704966078655,123.559049735257,93.799293251184,105.526711641555
2016-04-01,76.282859056037,105.701172983492,82.0689385814856,98.9275609701816,104.605295359384,110.68298912555,100.191875683519,124.930749626989,94.8373645825903,103.085191598395
2016-07-01,76.9960134003901,105.303316613335,82.449737381472,98.8881472695726,104.490458660881,114.112770028106,104.077580607334,127.85922542588,96.0167335015491,100.976439114023
2016-10-01,78.3468716518754,108.14474820465,83.691987279356,100.640034018239,103.881722699353,117.227033759894,105.250016603825,129.300329107885,97.1191683268146,100.899245450463
2017-01-01,79.6533691179226,115.213300458647,84.7156175879191,102.832245073099,104.510329640475,119.507220554449,105.571938611922,130.470253913694,98.4719238191169,100.129547673151
2017-04-01,80.7018790040609,121.753891866551,87.7324785609586,104.418408658235,104.682305973651,121.865440727328,106.349884198288,133.078379678016,98.9932021493894,100.341790125838
2017-07-01,83.6572105513317,124.018654383194,91.3272699318537,105.680614146999,105.193217176535,124.230602054338,106.336662215368,136.803336784211,99.6914952423351,100.204343354705
